ASL-devel: ASL 
libaccounts-qt5-devel: AccountsQt5 
libakonadiprotocolinternals-devel: Akonadi 
libalkimia5-devel: LibAlkimia5 
libbullet-devel: Bullet 
libcapnp-devel: CapnProto 
libceres-devel: Ceres 
libcmocka-devel: cmocka 
libdbusmenu-qt-devel: dbusmenu-qt 
libdbusmenu-qt5-devel: dbusmenu-qt5 
libdframeworkdbus-devel: DFrameworkdbus 
libebml-devel: EBML 
libeditorconfig-devel: EditorConfig 
libelektra-devel: Elektra 
libftdi1-devel: LibFTDI1 
libglfw-devel: glfw3 
libgmic-devel: Gmic 
libgnuradio-fcdproplus-devel: gnuradio-fcdproplus 
libgravatar-devel: KF5Gravatar 
libical-devel: LibIcal 
libkactivities-devel: KActivities 
libkcddb-devel: KF5Cddb 
libkcddb4-devel: Libkcddb 
libkcompactdisc-devel: KF5CompactDisc 
libkcompactdisc4-devel: Libkcompactdisc 
libkdcraw-devel: KF5KDcraw 
libkde4-devel: KDeclarative 
libkdecoration2-devel: KDecoration2 
libkdegames-devel: KF5KDEGames 
libkdepim-devel: KF5Libkdepim KF5LibkdepimAkonadi MailTransportDBusService 
libkdepimlibs4-devel: KdepimLibs 
libkeduvocdocument-devel: LibKEduVocDocument 
libkexiv2-devel: KF5KExiv2 
libkface-devel: KF5KFace 
libkgapi-devel: KPimGAPI 
libkgeomap-devel: KF5KGeoMap 
libkioarchive-devel: KioArchive 
libkipi-devel: KF5Kipi 
libkleo-devel: KF5Libkleo 
libkmahjongg-devel: KF5KMahjongglib 
libkolabxml-devel: Libkolabxml 
libkomparediff2-devel: LibKompareDiff2 
libksane-devel: KF5Sane 
libkscreen2-devel: KF5Screen 
libksieve-devel: KF5LibKSieve 
libksysguard5-devel: KF5SysGuard 
libktorrent-devel: KF5Torrent 
libkvkontakte-devel: KF5Vkontakte 
libmatroska-devel: Matroska 
libmediawiki-devel: KF5MediaWiki 
libmygpo-qt-devel: Mygpo-qt 
libmygpo-qt5-devel: Mygpo-qt5 
libopentracing-cpp1: OpenTracing 
liboyranos-devel: Oyranos 
libpamtest-devel: libpamtest 
libpolkit-qt-1-devel: PolkitQt-1 
libpolkit-qt5-1-devel: PolkitQt5-1 
libprimesieve-devel: primesieve 
libprison-devel: Prison 
libqca-qt5-devel: Qca-qt5 
libqgpgme-devel: QGpgme 
libqjson-devel: QJSON 
libqt5-linguist-devel: Qt5LinguistTools 
libqt5-qtconnectivity-devel: Qt5Bluetooth Qt5Nfc 
libqt5-qtdeclarative-devel: Qt5Qml Qt5Quick Qt5QuickCompiler Qt5QuickTest Qt5QuickWidgets 
libqt5-qtgamepad-devel: Qt5Gamepad 
libqt5-qtlocation-devel: Qt5Location Qt5Positioning Qt5PositioningQuick 
libqt5-qtmultimedia-devel: Qt5Multimedia Qt5MultimediaWidgets 
libqt5-qtnetworkauth-devel: Qt5NetworkAuth 
libqt5-qtremoteobjects-devel: Qt5RemoteObjects Qt5RepParser 
libqt5-qtscript-devel: Qt5Script Qt5ScriptTools 
libqt5-qtscxml-devel: Qt5Scxml 
libqt5-qtsensors-devel: Qt5Sensors 
libqt5-qtserialbus-devel: Qt5SerialBus 
libqt5-qtserialport-devel: Qt5SerialPort 
libqt5-qtspeech-devel: Qt5TextToSpeech 
libqt5-qtsvg-devel: Qt5Svg 
libqt5-qttools-devel: Qt5Designer Qt5Help Qt5UiPlugin Qt5UiTools 
libqt5-qtvirtualkeyboard-devel: Qt5VirtualKeyboard 
libqt5-qtwayland-devel: Qt5WaylandClient Qt5WaylandCompositor 
libqt5-qtwebchannel-devel: Qt5WebChannel 
libqt5-qtwebengine-devel: Qt5WebEngine Qt5WebEngineCore Qt5WebEngineWidgets 
libqt5-qtwebsockets-devel: Qt5WebSockets 
libqt5-qtwebview-devel: Qt5WebView 
libqt5-qtx11extras-devel: Qt5X11Extras 
libqt5-qtxmlpatterns-devel: Qt5XmlPatterns 
libqxmpp-devel: QXmpp 
libshiboken-devel: Shiboken 
libshiboken-python3-devel: Shiboken 
libsignon-qt5-devel: SignOnQt5 
libssh-devel: libssh 
libtins-devel: libtins 
libwebsockets-devel: Libwebsockets 
libyui-devel: Libyui 
libyui-ncurses-devel: Libyui-ncurses 
libyui-ncurses-pkg-devel: Libyui-ncurses-pkg 
libyui-ncurses-rest-api-devel: Libyui-ncurses-rest-api 
libyui-qt-devel: Libyui-qt 
libyui-qt-graph-devel: Libyui-qt-graph 
libyui-qt-pkg-devel: Libyui-qt-pkg 
libyui-qt-rest-api-devel: Libyui-qt-rest-api 
libyui-rest-api-devel: Libyui-rest-api 
limesuite-devel: LimeSuite 
llvm7-devel: LLVM LLVM- 
llvm7-polly-devel: Polly 
llvm9-devel: LLVM LLVM- 
llvm9-polly-devel: Polly 
mailcommon-devel: KF5MailCommon 
mailimporter-devel: KF5MailImporter KF5MailImporterAkonadi 
marble-devel: Astro Marble 
mathgl-devel: MathGL2 mathgl2 
messagelib-devel: KF5MessageComposer KF5MessageCore KF5MessageList KF5MessageViewer KF5MimeTreeParser KF5TemplateParser KF5WebEngineViewer 
mkl-dnn-devel: dnnl 
mobipocket-devel: QMobipocket 
msgpack-devel: msgpack 
muparserx-devel: muparserx 
nanomsg-devel: nanomsg 
nanopb-devel: nanopb 
neko-devel: Neko 
netgen-devel: Netgen 
nlohmann_json-devel: nlohmann_json 
nlopt-devel: NLopt 
noson-devel: noson 
nss_wrapper: nss_wrapper 
occt-devel: OpenCASCADE 
okteta-devel: KastenControllers KastenCore KastenGui OktetaCore OktetaGui OktetaKastenControllers OktetaKastenCore OktetaKastenGui 
okular-devel: Okular5 
openbabel-devel: OpenBabel2 
openobex-devel: openobex 
pam_wrapper: pam_wrapper 
paraview-devel: paraview 
phonon-devel: Phonon PhononExperimental 
phonon4qt5-devel: Phonon4Qt5 Phonon4Qt5Experimental 
pimcommon-devel: KF5PimCommon KF5PimCommonAkonadi 
plasma-framework-devel: KF5Plasma KF5PlasmaQuick 
plasma5-addons-devel: PlasmaPotdProvider 
plasma5-workspace-devel: KRunnerAppDBusInterface KSMServerDBusInterface LibColorCorrect LibKWorkspace LibNotificationManager LibTaskManager 
plplot-devel: plplot 
poco-devel: Poco PocoCppParser PocoCrypto PocoData PocoDataMySQL PocoDataODBC PocoDataSQLite PocoEncodings PocoFoundation PocoJSON PocoJWT PocoMongoDB PocoNet PocoNetSSL PocoPDF PocoRedis PocoUtil PocoXML PocoZip 
prison-qt5-devel: KF5Prison 
prometheus-cpp-devel: prometheus-cpp 
pugixml-devel: pugixml 
pulseaudio-qt-devel: KF5PulseAudioQt 
purpose-devel: KDEExperimentalPurpose KF5Purpose 
python3-pyside-devel: PySide 
python3-pyside2-devel: PySide2 Shiboken2 
qpid-cpp-client-devel: Qpid 
qpid-proton-devel: Proton ProtonCpp 
qqc2-desktop-style-devel: KF5QQC2DeskopStyle KF5QQC2DesktopStyle 
qtermwidget-qt5-devel: qtermwidget5 
qtkeychain-qt5-devel: Qt5Keychain 
quazip-devel: QuaZip5 
qxtglobalshortcut-devel: qxtglobalshortcut 
raylib-devel: raylib 
resolv_wrapper: resolv_wrapper 
rttr-devel: rttr 
sfml2-devel: SFML 
snorenotify-qt5-devel: LibsnoreQt5 LibsnoreSettingsQt5 
socket_wrapper: socket_wrapper 
solid-devel: KF5Solid 
sonnet-devel: KF5Sonnet 
spdlog-devel: spdlog 
spirv-tools-devel: SPIRV-Tools SPIRV-Tools-link SPIRV-Tools-opt SPIRV-Tools-reduce 
stp-devel: STP 
syndication-devel: KF5Syndication 
syntax-highlighting-devel: KF5SyntaxHighlighting 
tbb-devel: TBB 
telepathy-logger-qt5-devel: TelepathyLoggerQt 
telepathy-qt5-devel: TelepathyQt5 TelepathyQt5Farstream TelepathyQt5Service 
threadweaver-devel: KF5ThreadWeaver 
trilinos-devel: Amesos2 Anasazi Belos Galeri Ifpack2 Intrepid Intrepid2 Kokkos KokkosAlgorithms KokkosContainers KokkosCore KokkosKernels ML MueLu NOX Pamgen Phalanx RTOp Sacado Shards ShyLU_Node ShyLU_NodeHTS ShyLU_NodeTacho Stokhos Stratimikos Teuchos TeuchosComm TeuchosCore TeuchosKokkosComm TeuchosKokkosCompat TeuchosNumerics TeuchosParameterList TeuchosParser TeuchosRemainder Thyra ThyraCore ThyraTpetraAdapters Tpetra TpetraClassic TpetraCore TpetraTSQR TriBITS Trilinos TrilinosCouplings TrilinosSS Xpetra Zoltan Zoltan2 
uhd-devel: UHD 
uid_wrapper: uid_wrapper 
unittest-cpp-devel: UnitTest++ 
uwac0-0-devel: uwac 
volk-devel: Volk 
vtk-devel: VTK 
waffle-devel: Waffle 
websocketpp-devel: websocketpp 
winpr2-devel: WinPR 
wt-devel: wt 
yaml-cpp-devel: yaml-cpp 
z3-devel: Z3 
zxing-cpp-devel: ZXing 
